playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot
93154,2093154,,,1971.0,10.0,9.0,South Korea,,,,,,,,,Tae-min,Kim,,,,,,R,R,,,호주 RMIT대,93154,,,,,Asian,
73156,2073156,,,1984.0,7.0,31.0,South Korea,,,,,,,,,Kyung-min,Lee,,,,172.0,72.0,S,R,,,,73156,,,,,Asian,
90210,2090210,,,1969.0,7.0,11.0,South Korea,,,,,,,,,Man-jo,Kim,,,,,,R,R,,,,90210,,,,,Asian,
95670,2095670,,,1972.0,10.0,9.0,South Korea,,,,,,,,,Sang-kyu,Nam,,,,,,R,R,,,중앙대,95670,,,,,Asian,
61591,2061591,,,1987.0,6.0,18.0,South Korea,,,,,,,,,Sa-hoon,Kim,,,,196.0,68.0,R,R,,,한민대,61591,,,,,Asian,
98845,2098845,,,1975.0,3.0,11.0,South Korea,,,,,,,,,Sang-ho,Kim,,,,165.0,69.0,R,R,,,중앙대,98845,,,,,Asian,
52405,2052405,,,2003.0,10.0,22.0,South Korea,,,,,,,,,Min-seong,Jo,,,,198.0,71.0,R,R,,,,52405,,,,,Asian,
76550,2076550,,,1986.0,5.0,1.0,South Korea,,,,,,,,,Yu-shin,Kim,,,,198.0,75.0,L,L,,,,76550,,,,,Asian,
80611,2080611,,,1966.0,6.0,23.0,South Korea,,,,,,,,,Yong-seok,Ha,,,,,,R,R,,,한양대,80611,,,,,Asian,
64803,2064803,,,1991.0,5.0,29.0,South Korea,,,,,,,,,Jae-hyeon,Lim,,,,168.0,69.0,R,R,,,성균관대,64803,,,,,Asian,
91750,2091750,,,1968.0,4.0,7.0,South Korea,,,,,,,,,Won-geun,Kim,,,,,,R,R,,,인하대,91750,,,,,Asian,
77126,2077126,,,1988.0,8.0,2.0,South Korea,,,,,,,,,Yu-geon,Choi,,,,201.0,77.0,R,R,,,,77126,,,,,Asian,
90000,2090000,,,1969.0,9.0,2.0,South Korea,,,,,,,,,Dal-ho,Choi,,,,,,R,R,,,,90000,,,,,Asian,
95319,2095319,,,1972.0,4.0,1.0,South Korea,,,,,,,,,Byung-cheol,Kim,,,,,,R,R,,,영남대,95319,,,,,Asian,
72643,2072643,,,1983.0,6.0,4.0,South Korea,,,,,,,,,Su-ho,Moon,,,,187.0,73.0,L,L,,,,72643,,,,,Asian,
97559,2097559,,,1975.0,2.0,7.0,South Korea,,,,,,,,,Yu-shin,Cho,,,,187.0,74.0,R,R,,,영남대,97559,,,,,Asian,
99153,2099153,,,1980.0,3.0,15.0,South Korea,,,,,,,,,Jae-young,Cho,,,,192.0,72.0,R,R,,,,99153,,,,,Asian,
93601,2093601,,,1970.0,3.0,20.0,South Korea,,,,,,,,,Yong-seok,Lee,,,,,,R,R,,,단국대,93601,,,,,Asian,
95422,2095422,,,1972.0,4.0,9.0,South Korea,,,,,,,,,Yeong-jin,Kim,,,,168.0,70.0,R,R,,,동국대,95422,,,,,Asian,
63905,2063905,,,1994.0,1.0,31.0,South Korea,,,,,,,,,Hyeong-jun,Yoon,,,,214.0,73.0,R,R,,,,63905,,,,,Asian,
91351,2091351,,,1968.0,4.0,9.0,South Korea,,,,,,,,,Sung-jin,Baek,,,,,,R,R,,,동국대,91351,,,,,Asian,
60288,2060288,,,1991.0,10.0,22.0,South Korea,,,,,,,,,Eung-min,Kim,,,,198.0,70.0,R,R,,,,60288,,,,,Asian,
74651,2074651,,,1985.0,5.0,23.0,South Korea,,,,,,,,,Sung-gye,Kim,,,,192.0,75.0,R,R,,,,74651,,,,,Asian,
69706,2069706,,,1999.0,2.0,12.0,South Korea,,,,,,,,,Kwan-hoi,Heo,,,,205.0,69.0,R,R,,,,69706,,,,,Asian,
88373,2088373,,,1966.0,10.0,14.0,South Korea,,,,,,,,,Kwon-hee,Kwak,,,,,,R,R,,,경희대,88373,,,,,Asian,
51668,2051668,,,2000.0,10.0,4.0,South Korea,,,,,,,,,Seung-jae,Lee,,,,181.0,72.0,R,R,,,강릉영동대,51668,,,,,Asian,
53795,2053795,,,2004.0,2.0,2.0,South Korea,,,,,,,,,Min-jun,Lee,,,,163.0,73.0,R,R,,,,53795,,,,,Asian,
74564,2074564,,,1981.0,12.0,24.0,South Korea,,,,,,,,,Jung-ho,Seo,,,,205.0,73.0,R,R,,,한양대,74564,,,,,Asian,
95157,2095157,,,1975.0,8.0,25.0,South Korea,,,,,,,,,Sang-woo,Kim,,,,,,R,R,,,,95157,,,,,Asian,
69366,2069366,,,2000.0,1.0,3.0,South Korea,,,,,,,,,Myeong-ki,Lee,,,,231.0,73.0,R,R,,,,69366,,,,,Asian,
91112,2091112,,,1973.0,5.0,1.0,South Korea,,,,,,,,,Jae-duk,Kim,,,,,,L,L,,,,91112,,,,,Asian,
92801,2092801,,,1969.0,3.0,19.0,South Korea,,,,,,,,,Geuk-chun,Bang,,,,,,R,R,,,원광대,92801,,,,,Asian,
94258,2094258,,,1975.0,3.0,3.0,South Korea,,,,,,,,,Jong-moo,Park,,,,,,L,L,,,,94258,,,,,Asian,
89610,2089610,,,1970.0,7.0,29.0,South Korea,,,,,,,,,Jung-hoon,Kim,,,,,,R,R,,,,89610,,,,,Asian,
79544,2079544,,,1984.0,5.0,19.0,South Korea,,,,,,,,,Jang-hun,Oh,,,,220.0,73.0,R,R,,,홍익대,79544,,,,,Asian,
77708,2077708,,,1984.0,4.0,16.0,South Korea,,,,,,,,,Jeong,Seo,,,,165.0,70.0,L,L,,,성균관대,77708,,,,,Asian,
72822,2072822,,,1983.0,6.0,17.0,South Korea,,,,,,,,,Seong-jong,Seo,,,,229.0,72.0,R,R,,,,72822,,,,,Asian,
91211,2091211,,,1974.0,8.0,12.0,South Korea,,,,,,,,,In-chul,Kim,,,,,,R,R,,,,91211,,,,,Asian,
66233,2066233,,,1997.0,7.0,15.0,South Korea,,,,,,,,,Sung-ho,Hong,,,,216.0,74.0,L,R,,,,66233,,,,,Asian,
74148,2074148,,,1985.0,2.0,25.0,South Korea,,,,,,,,,Si-chan,Lee,,,,185.0,72.0,R,R,,,,74148,,,,,Asian,
52424,2052424,,,1999.0,12.0,26.0,South Korea,,,,,,,,,Jae-hyeok,Kim,,,,187.0,72.0,R,R,,,동아대,52424,,,,,Asian,
54166,2054166,,,2004.0,8.0,4.0,South Korea,,,,,,,,,Hyun-jong,Kim,,,,187.0,73.0,R,R,,,,54166,,,,,Asian,
64101,2064101,,,1994.0,5.0,17.0,South Korea,,,,,,,,,Seok-hyun,Han,,,,161.0,71.0,L,L,,,,64101,,,,,Asian,
79642,2079642,,,1986.0,12.0,15.0,South Korea,,,,,,,,,Tae-sung,Jang,,,,172.0,72.0,R,R,,,계명대,79642,,,,,Asian,
71744,2071744,,,1979.0,1.0,17.0,South Korea,,,,,,,,,Song-young,Lee,,,,205.0,72.0,R,R,,,영남대,71744,,,,,Asian,
62499,2062499,,,1993.0,3.0,27.0,South Korea,,,,,,,,,Hyun-dong,Lee,,,,183.0,72.0,R,R,,,,62499,,,,,Asian,
71558,2071558,,,1978.0,8.0,11.0,South Korea,,,,,,,,,Sang-min,Park,,,,181.0,69.0,L,L,,,영남대,71558,,,,,Asian,
92512,2092512,,,1969.0,10.0,20.0,South Korea,,,,,,,,,Ji-hwan,Park,,,,,,R,R,,,영남대,92512,,,,,Asian,
62793,2062793,,,1989.0,8.0,30.0,South Korea,,,,,,,,,Kyong-hoon,Lim,,,,161.0,70.0,R,R,,,중앙대,62793,,,,,Asian,
69328,2069328,,,2000.0,11.0,9.0,South Korea,,,,,,,,,Ju-seong,Park,,,,198.0,71.0,R,R,,,,69328,,,,,Asian,
90860,2090860,,,1967.0,6.0,12.0,South Korea,,,,,,,,,Hong-chul,Park,,,,,,R,R,,,중앙대,90860,,,,,Asian,
76854,2076854,,,1987.0,1.0,19.0,South Korea,,,,,,,,,Myung-chan,Hong,,,,198.0,74.0,L,R,,,,76854,,,,,Asian,
64890,2064890,,,1995.0,12.0,4.0,South Korea,,,,,,,,,Seo-jun,Yoo,,,,176.0,71.0,R,R,,,,64890,,,,,Asian,
65412,2065412,,,1992.0,11.0,15.0,South Korea,,,,,,,,,Jeong-woong,Kwon,,,,194.0,71.0,R,R,,,한양대,65412,,,,,Asian,
66064,2066064,,,1997.0,7.0,29.0,South Korea,,,,,,,,,Tae-oh,Kim,,,,185.0,72.0,L,L,,,,66064,,,,,Asian,
93557,2093557,,,1971.0,4.0,27.0,South Korea,,,,,,,,,Jae-kwang,Kwon,,,,,,R,R,,,동아대,93557,,,,,Asian,
99302,2099302,,,1975.0,5.0,16.0,South Korea,,,,,,,,,Pil-joong,Kim,,,,198.0,71.0,R,R,,,원광대,99302,,,,,Asian,
74453,2074453,,,1986.0,2.0,26.0,South Korea,,,,,,,,,Hyeong-jik,Chae,,,,187.0,72.0,R,R,,,,74453,,,,,Asian,
96855,2096855,,,1973.0,12.0,2.0,South Korea,,,,,,,,,Jong-soo,Lim,,,,,,L,R,,,건국대,96855,,,,,Asian,
65264,2065264,,,1996.0,4.0,7.0,South Korea,,,,,,,,,Kyeong-ho,Nam,,,,187.0,73.0,R,R,,,,65264,,,,,Asian,
64802,2064802,,,1992.0,2.0,14.0,South Korea,,,,,,,,,Seong-mo,Jo,,,,168.0,70.0,L,R,,,경희대,64802,,,,,Asian,
91059,2091059,,,1968.0,10.0,24.0,South Korea,,,,,,,,,Wang-kwon,Seo,,,,,,R,R,,,,91059,,,,,Asian,
98540,2098540,,,1979.0,4.0,19.0,South Korea,,,,,,,,,Jin-soo,Kim,,,,198.0,71.0,R,R,,,,98540,,,,,Asian,
64764,2064764,,,1994.0,6.0,3.0,South Korea,,,,,,,,,Han-gil,Park,,,,231.0,74.0,R,R,,,,64764,,,,,Asian,
52994,2052994,,,1999.0,5.0,24.0,South Korea,,,,,,,,,Dong-su,Park,,,,187.0,70.0,R,R,,,고려대,52994,,,,,Asian,
95674,2095674,,,1976.0,2.0,28.0,South Korea,,,,,,,,,Hyung-sung,Kim,,,,,,R,R,,,,95674,,,,,Asian,
67116,2067116,,,1998.0,4.0,14.0,South Korea,,,,,,,,,Seok-ju,Oh,,,,163.0,71.0,R,R,,,,67116,,,,,Asian,
93662,2093662,,,1974.0,4.0,3.0,South Korea,,,,,,,,,Yoon-seok,Ji,,,,,,R,R,,,,93662,,,,,Asian,
50901,2050901,,,2001.0,2.0,27.0,South Korea,,,,,,,,,In-san,An,,,,209.0,71.0,R,R,,,,50901,,,,,Asian,
50641,2050641,,,2001.0,8.0,2.0,South Korea,,,,,,,,,Jae-hyeok,Jang,,,,190.0,71.0,R,R,,,,50641,,,,,Asian,
50298,2050298,,,2001.0,6.0,1.0,South Korea,,,,,,,,,Se-chang,Choi,,,,209.0,74.0,R,R,,,,50298,,,,,Asian,
78164,2078164,,,1985.0,3.0,27.0,South Korea,,,,,,,,,Soo-hyung,Kjim,,,,185.0,72.0,R,R,,,고려대,78164,,,,,Asian,
79840,2079840,,,1990.0,4.0,27.0,South Korea,,,,,,,,,Seok-ju,Yoon,,,,168.0,71.0,R,R,,,,79840,,,,,Asian,
75662,2075662,,,1986.0,3.0,15.0,South Korea,,,,,,,,,Jung-soo,Kim,,,,209.0,74.0,L,L,,,,75662,,,,,Asian,
52140,2052140,,,2003.0,8.0,27.0,South Korea,,,,,,,,,Ju-wahn,Kim,,,,212.0,74.0,L,L,,,,52140,,,,,Asian,
97204,2097204,,,1974.0,5.0,5.0,South Korea,,,,,,,,,Kyu-chul,Kang,,,,181.0,70.0,R,R,,,경희대,97204,,,,,Asian,
90550,2090550,,,1968.0,2.0,28.0,South Korea,,,,,,,,,Bong-seok,Jeon,,,,,,R,R,,,경성대,90550,,,,,Asian,
74840,2074840,,,1985.0,8.0,12.0,South Korea,,,,,,,,,Kwon-soo,Park,,,,172.0,71.0,R,R,,,,74840,,,,,Asian,
75523,2075523,,,1985.0,1.0,16.0,South Korea,,,,,,,,,Hyuk-kwon,Choi,,,,165.0,72.0,L,L,,,,75523,,,,,Asian,
68407,2068407,,,1999.0,9.0,27.0,South Korea,,,,,,,,,Min-kyu,Kong,,,,187.0,72.0,L,R,,,,68407,,,,,Asian,
87420,2087420,,,1962.0,5.0,25.0,South Korea,,,,,,,,,Cheok-ki,Lee,,,,,,L,L,,,중앙대,87420,,,,,Asian,
92815,2092815,,,1973.0,11.0,16.0,South Korea,,,,,,,,,Hyo-sub,Kang,,,,,,R,R,,,,92815,,,,,Asian,
73654,2073654,,,1984.0,7.0,11.0,South Korea,,,,,,,,,Jung-sang,Lee,,,,172.0,70.0,L,L,,,,73654,,,,,Asian,
60860,2060860,,,1987.0,5.0,23.0,South Korea,,,,,,,,,Jung-hun,Kim,,,,205.0,72.0,R,R,,,경희대,60860,,,,,Asian,
76759,2076759,,,1987.0,4.0,19.0,South Korea,,,,,,,,,Seung-jin,Yang,,,,176.0,72.0,L,L,,,,76759,,,,,Asian,
72448,2072448,,,1983.0,9.0,24.0,South Korea,,,,,,,,,Tae-ho,Lee,,,,176.0,72.0,L,L,,,,72448,,,,,Asian,
64117,2064117,,,1991.0,7.0,21.0,South Korea,,,,,,,,,Won-hyeok,Yang,,,,157.0,69.0,L,R,,,인하대,64117,,,,,Asian,
95426,2095426,,,1972.0,3.0,23.0,South Korea,,,,,,,,,Yoon-ho,An,,,,,,R,R,,,동아대,95426,,,,,Asian,
62147,2062147,,,1989.0,8.0,30.0,South Korea,,,,,,,,,Yun-jun,Cho,,,,209.0,73.0,R,R,,,중앙대,62147,,,,,Asian,
95558,2095558,,,1972.0,11.0,14.0,South Korea,,,,,,,,,Ok-il,Kim,,,,,,R,R,,,동아대,95558,,,,,Asian,
65937,2065937,,,1992.0,10.0,3.0,South Korea,,,,,,,,,Ho-joong,Lee,,,,201.0,72.0,R,R,,,경희대,65937,,,,,Asian,
68330,2068330,,,1999.0,3.0,16.0,South Korea,,,,,,,,,Jin-won,Ye,,,,181.0,68.0,L,L,,,,68330,,,,,Asian,
51996,2051996,,,2002.0,4.0,25.0,South Korea,,,,,,,,,Tae-yang,Oh,,,,172.0,71.0,R,R,,,,51996,,,,,Asian,
97335,2097335,,,1978.0,4.0,5.0,South Korea,,,,,,,,,Seung-hyun,Cho,,,,198.0,72.0,R,R,,,,97335,,,,,Asian,
92602,2092602,,,1973.0,2.0,25.0,South Korea,,,,,,,,,Bong-young,Kim,,,,187.0,73.0,R,R,,,,92602,,,,,Asian,
94333,2094333,,,1971.0,7.0,15.0,South Korea,,,,,,,,,Byung-chan,Kwak,,,,,,R,R,,,경남대,94333,,,,,Asian,
69825,2069825,,,2000.0,6.0,14.0,South Korea,,,,,,,,,Chang-pyeong,Kim,,,,187.0,73.0,L,R,,,,69825,,,,,Asian,
62302,2062302,,,1988.0,7.0,24.0,South Korea,,,,,,,,,Jae-ok,Ji,,,,220.0,70.0,L,R,,,동의대,62302,,,,,Asian,
76140,2076140,,,1987.0,3.0,18.0,South Korea,,,,,,,,,Chang-ho,Shin,,,,214.0,71.0,R,R,,,,76140,,,,,Asian,
51604,2051604,,,2001.0,1.0,18.0,South Korea,,,,,,,,,Seon-woo,Kim,,,,198.0,69.0,R,R,,,,51604,,,,,Asian,
96725,2096725,,,1972.0,6.0,30.0,South Korea,,,,,,,,,Dae-heon,Kim,,,,,,R,R,,,동아대,96725,,,,,Asian,
67045,2067045,,,1998.0,6.0,8.0,South Korea,,,,,,,,,Byeong-wook,Jo,,,,209.0,73.0,R,R,,,,67045,,,,,Asian,
60566,2060566,,,1989.0,2.0,5.0,South Korea,,,,,,,,,Sang-ho,Lee,,,,181.0,71.0,R,R,,,강릉영동대,60566,,,,,Asian,
72852,2072852,,,1979.0,8.0,20.0,South Korea,,,,,,,,,Hyung-guk,Yoon,,,,176.0,69.0,R,R,,,인하대,72852,,,,,Asian,
69507,2069507,,,2000.0,7.0,22.0,South Korea,,,,,,,,,Young-wahn,Park,,,,187.0,72.0,L,R,,,,69507,,,,,Asian,
92702,2092702,,,1969.0,5.0,27.0,South Korea,,,,,,,,,Jae-sung,Kim,,,,,,R,R,,,경성대,92702,,,,,Asian,
77654,2077654,,,1988.0,6.0,17.0,South Korea,,,,,,,,,Jun-soo,Lee,,,,176.0,69.0,R,R,,,,77654,,,,,Asian,
68036,2068036,,,1999.0,4.0,10.0,South Korea,,,,,,,,,Yi-jun,Choi,,,,198.0,72.0,R,R,,,,68036,,,,,Asian,
79748,2079748,,,1987.0,2.0,8.0,South Korea,,,,,,,,,Bon-beom,Ku,,,,201.0,75.0,R,R,,,원광대,79748,,,,,Asian,
70738,2070738,,,1976.0,12.0,11.0,South Korea,,,,,,,,,Sang-hyun,Lee,,,,203.0,72.0,R,R,,,중앙대,70738,,,,,Asian,
54164,2054164,,,2001.0,11.0,7.0,South Korea,,,,,,,,,Dae-won,Kim,,,,154.0,68.0,R,R,,,홍익대,54164,,,,,Asian,
50802,2050802,,,1990.0,10.0,29.0,United States,,,,,,,,,Tyler,White,,,,,,R,R,,,,50802,,,,,Caucasian,
53568,2053568,,,2004.0,11.0,16.0,South Korea,,,,,,,,,Dae-seon,Jung,,,,194.0,73.0,R,R,,,,53568,,,,,Asian,
94845,2094845,,,1971.0,8.0,10.0,South Korea,,,,,,,,,Sung,Kim,,,,,,L,L,,,영남대,94845,,,,,Asian,
64396,2064396,,,1995.0,11.0,20.0,South Korea,,,,,,,,,Yoon-hwan,Kim,,,,157.0,71.0,R,R,,,,64396,,,,,Asian,
65515,2065515,,,1992.0,5.0,13.0,South Korea,,,,,,,,,Ro-han,Kang,,,,174.0,72.0,L,R,,,경남대,65515,,,,,Asian,
64594,2064594,,,1991.0,9.0,4.0,South Korea,,,,,,,,,Kyu-beom,Sim,,,,185.0,71.0,L,L,,,경희대,64594,,,,,Asian,
66392,2066392,,,1993.0,5.0,12.0,South Korea,,,,,,,,,Jong-deok,Kim,,,,183.0,68.0,R,R,,,연세대,66392,,,,,Asian,
61262,2061262,,,1992.0,4.0,11.0,South Korea,,,,,,,,,Jeong-ho,Lee,,,,194.0,72.0,R,R,,,,61262,,,,,Asian,
98369,2098369,,,1972.0,10.0,3.0,South Korea,,,,,,,,,Hee-bong,An,,,,209.0,74.0,R,R,,,연세대,98369,,,,,Asian,
63619,2063619,,,1989.0,8.0,6.0,South Korea,,,,,,,,,Dong-wook,Son,,,,209.0,72.0,L,L,,,단국대,63619,,,,,Asian,
51294,2051294,,,2002.0,6.0,28.0,South Korea,,,,,,,,,Do-yoon,Kim,,,,183.0,71.0,L,R,,,,51294,,,,,Asian,
77848,2077848,,,1988.0,3.0,7.0,South Korea,,,,,,,,,Yoon,Park,,,,209.0,71.0,L,L,,,,77848,,,,,Asian,
66098,2066098,,,1993.0,1.0,26.0,South Korea,,,,,,,,,Do-young,Kim,,,,227.0,75.0,R,R,,,동아대,66098,,,,,Asian,
78753,2078753,,,1988.0,8.0,9.0,South Korea,,,,,,,,,Ji-yeol,Kim,,,,176.0,70.0,R,R,,,,78753,,,,,Asian,
69207,2069207,,,1996.0,8.0,10.0,South Korea,,,,,,,,,Tae-geun,Kim,,,,163.0,69.0,R,R,,,건국대,69207,,,,,Asian,
68097,2068097,,,1999.0,8.0,3.0,South Korea,,,,,,,,,Ju-hyeon,Park,,,,187.0,72.0,L,L,,,,68097,,,,,Asian,
91201,2091201,,,1968.0,1.0,16.0,South Korea,,,,,,,,,Young-il,Kwon,,,,,,R,R,,,중앙대,91201,,,,,Asian,
75174,2075174,,,1986.0,11.0,7.0,South Korea,,,,,,,,,Ga-ram,Park,,,,159.0,69.0,R,R,,,,75174,,,,,Asian,
90340,2090340,,,1972.0,2.0,1.0,South Korea,,,,,,,,,Jin-su,Lim,,,,176.0,69.0,R,R,,,,90340,,,,,Asian,
98389,2098389,,,1978.0,6.0,6.0,South Korea,,,,,,,,,In-ho,Jung,,,,,,L,L,,,,98389,,,,,Asian,
67768,2067768,,,1998.0,4.0,15.0,South Korea,,,,,,,,,Tae-wook,Kim,,,,194.0,74.0,L,L,,,,67768,,,,,Asian,
51111,2051111,,,2002.0,4.0,10.0,South Korea,,,,,,,,,Seung-gi,Song,,,,198.0,71.0,L,L,,,,51111,,,,,Asian,
69991,2069991,,,2000.0,5.0,7.0,South Korea,,,,,,,,,Jun-su,Ha,,,,209.0,74.0,R,R,,,,69991,,,,,Asian,
68700,2068700,,,1999.0,3.0,31.0,South Korea,,,,,,,,,Won-seok,Lee,,,,176.0,70.0,R,R,,,,68700,,,,,Asian,
94737,2094737,,,1971.0,6.0,14.0,South Korea,,,,,,,,,Ho-won,Choi,,,,172.0,72.0,R,R,,,경성대,94737,,,,,Asian,
63077,2063077,,,1985.0,6.0,21.0,South Korea,,,,,,,,,Chi-seung,Hwangmok,,,,150.0,68.0,R,R,,,일본 아세아대,63077,,,,,Asian,
89776,2089776,,,1966.0,3.0,10.0,South Korea,,,,,,,,,Kyoung-ho,Son,,,,,,R,R,,,계명대,89776,,,,,Asian,
95573,2095573,,,1977.0,1.0,15.0,South Korea,,,,,,,,,Kwang-ho,Na,,,,,,R,R,,,,95573,,,,,Asian,
61396,2061396,,,1992.0,3.0,22.0,South Korea,,,,,,,,,Jeong-jun,Park,,,,220.0,72.0,R,R,,,,61396,,,,,Asian,
54408,2054408,,,2003.0,2.0,6.0,South Korea,,,,,,,,,DO-geun,YANG,,,,159.0,68.0,R,R,,,강릉영동대,54408,,,,,Asian,
50304,2050304,,,2001.0,2.0,16.0,South Korea,,,,,,,,,Byeong-hwi,Kim,,,,174.0,70.0,R,R,,,,50304,,,,,Asian,
92307,2092307,,,1969.0,2.0,15.0,South Korea,,,,,,,,,Young-hwan,Yoo,,,,,,R,R,,,경남대,92307,,,,,Asian,
78413,2078413,,,1986.0,1.0,22.0,South Korea,,,,,,,,,Ju-hyeon,Kim,,,,168.0,70.0,L,R,,,한양대,78413,,,,,Asian,
91471,2091471,,,1972.0,2.0,3.0,South Korea,,,,,,,,,Sang-beom,Lee,,,,,,R,R,,,,91471,,,,,Asian,
89271,2089271,,,1971.0,2.0,24.0,South Korea,,,,,,,,,Gil-nam,Hong,,,,,,R,R,,,,89271,,,,,Asian,
54063,2054063,,,2004.0,10.0,16.0,South Korea,,,,,,,,,Sang-hyun,Won,,,,183.0,72.0,R,R,,,,54063,,,,,Asian,
91879,2091879,,,1969.0,9.0,7.0,South Korea,,,,,,,,,Hyung-tae,Kim,,,,,,R,R,,,,91879,,,,,Asian,
66302,2066302,,,1993.0,4.0,14.0,South Korea,,,,,,,,,Sang-hyun,Chae,,,,183.0,71.0,L,R,,,인하대,66302,,,,,Asian,
52558,2052558,,,2003.0,9.0,5.0,South Korea,,,,,,,,,Seung-hyun,Jin,,,,238.0,72.0,L,R,,,,52558,,,,,Asian,
79804,2079804,,,1984.0,12.0,16.0,South Korea,,,,,,,,,Ji-ho,Ha,,,,168.0,70.0,R,R,,,성균관대,79804,,,,,Asian,
73567,2073567,,,1980.0,8.0,14.0,South Korea,,,,,,,,,In-shin,Cho,,,,192.0,72.0,R,R,,,건국대,73567,,,,,Asian,
77314,2077314,,,1988.0,5.0,8.0,South Korea,,,,,,,,,Nam-hyung,Kim,,,,165.0,70.0,R,R,,,,77314,,,,,Asian,
64049,2064049,,,1983.0,1.0,13.0,United States,,,,,,,,,Andrew,Sisco,,,,225.0,82.0,L,L,,,,64049,,,,,Caucasian,
91778,2091778,,,1972.0,8.0,18.0,South Korea,,,,,,,,,Sang-hyun,Park,,,,,,R,R,,,,91778,,,,,Asian,
94429,2094429,,,1972.0,4.0,22.0,South Korea,,,,,,,,,Yong-hee,Choi,,,,,,R,R,,,미국 롱비치대,94429,,,,,Asian,
91876,2091876,,,1972.0,10.0,9.0,South Korea,,,,,,,,,Sung-ki,Yoo,,,,,,R,R,,,,91876,,,,,Asian,
91624,2091624,,,1975.0,6.0,13.0,South Korea,,,,,,,,,Hee-chang,Choi,,,,,,R,R,,,,91624,,,,,Asian,
60865,2060865,,,1989.0,11.0,29.0,South Korea,,,,,,,,,Jung-kwang,An,,,,194.0,72.0,R,R,,,제주산업대,60865,,,,,Asian,
65447,2065447,,,1992.0,3.0,17.0,South Korea,,,,,,,,,Min-gu,Choi,,,,165.0,70.0,R,R,,,영남대,65447,,,,,Asian,
63554,2063554,,,1990.0,4.0,7.0,South Korea,,,,,,,,,Jong-hyuk,Im,,,,170.0,70.0,L,R,,,동국대,63554,,,,,Asian,
65908,2065908,,,1996.0,5.0,6.0,South Korea,,,,,,,,,Jae-in,Ryu,,,,165.0,72.0,L,R,,,,65908,,,,,Asian,
60164,2060164,,,1991.0,7.0,12.0,South Korea,,,,,,,,,Kyung-guk,Yoo,,,,172.0,70.0,R,R,,,,60164,,,,,Asian,
67134,2067134,,,1984.0,5.0,7.0,United States,,,,,,,,,James,Loney,,,,234.0,75.0,L,L,,,,67134,,,,,Caucasian,
97441,2097441,,,1974.0,5.0,26.0,South Korea,,,,,,,,,Hoi-sun,Jung,,,,192.0,70.0,R,R,,,경성대,97441,,,,,Asian,
93550,2093550,,,1970.0,4.0,6.0,South Korea,,,,,,,,,Jung-hoon,Kim,,,,,,R,R,,,동아대,93550,,,,,Asian,
50906,2050906,,,1997.0,7.0,16.0,South Korea,,,,,,,,,Young-bin,Park,,,,194.0,72.0,L,R,,,경희대,50906,,,,,Asian,
69416,2069416,,,2000.0,8.0,1.0,South Korea,,,,,,,,,Hae-seung,Lee,,,,190.0,71.0,R,R,,,,69416,,,,,Asian,
99323,2099323,,,1971.0,5.0,2.0,United States,,,,,,,,,Brent,Bowers,,,,,,L,R,,,,99323,,,,,Caucasian,
70630,2070630,,,1976.0,5.0,3.0,South Korea,,,,,,,,,Young-wahn,Choi,,,,183.0,72.0,L,L,,,경희대,70630,,,,,Asian,
66052,2066052,,,1991.0,3.0,13.0,South Korea,,,,,,,,,Tae-hyuk,Nam,,,,236.0,74.0,R,R,,,,66052,,,,,Asian,
97713,2097713,,,1974.0,4.0,26.0,South Korea,,,,,,,,,Sang-jin,Noh,,,,,,R,R,,,경희대,97713,,,,,Asian,
78730,2078730,,,1988.0,7.0,28.0,South Korea,,,,,,,,,Ki-ho,Yun,,,,183.0,72.0,L,L,,,,78730,,,,,Asian,
77462,2077462,,,1988.0,6.0,24.0,South Korea,,,,,,,,,Dong-wook,Kim,,,,196.0,72.0,R,R,,,,77462,,,,,Asian,
61295,2061295,,,1992.0,12.0,18.0,South Korea,,,,,,,,,Dong-yeon,Kang,,,,207.0,77.0,R,R,,,,61295,,,,,Asian,
94476,2094476,,,1975.0,9.0,29.0,South Korea,,,,,,,,,Moon-sik,Cho,,,,179.0,72.0,R,R,,,,94476,,,,,Asian,
53996,2053996,,,2000.0,3.0,27.0,South Korea,,,,,,,,,Jun-ho,Lee,,,,187.0,71.0,R,R,,,성균관대,53996,,,,,Asian,
91884,2091884,,,1968.0,8.0,4.0,South Korea,,,,,,,,,Dong-soo,Kim,,,,,,L,L,,,경성대,91884,,,,,Asian,
53029,2053029,,,2004.0,4.0,21.0,South Korea,,,,,,,,,Jung-woon,Kim,,,,194.0,73.0,,,,,,53029,,,,,Asian,
62332,2062332,,,1993.0,3.0,18.0,South Korea,,,,,,,,,Jae-hyun,Kim,,,,198.0,70.0,R,R,,,,62332,,,,,Asian,
51546,2051546,,,2000.0,3.0,17.0,South Korea,,,,,,,,,Woo-joon,Jung,,,,181.0,71.0,R,R,,,강릉영동대,51546,,,,,Asian,
